ID,name,region
8408,Kumatora,QLD
8016,Andos,ACT
15598,MAMP,ACT
4807,Cuplaser,NZ
3463,Palirock,VIC
1770,Rakin,VIC
15472,Circle,NSW
1705,Marz,VIC
17988,kizz,VIC
15231,Mr Snak3_,VIC
1363,Poop,VIC
1350,Cecil,QLD
1707,Hibiki,VIC
5408,Dominic,TAS
17181,Guts,NSW
17654,Skyyyyyy,NZ
3340,Spiffy,WA
5913,Spongey,NSW
1649,Viny,NZ
1696,Dylba,VIC
1833,DerpyMe,QLD
5799,Zonda,VIC
2398,Aki,NSW
3455,Chu_Pikachu,VIC
3113,Rane,QLD
1477,lime,QLD
5394,CornDawg,TAS
19821,Marlon,VIC
8082,JaJJy,NZ
3009,Potato,QLD
5071,BAKZ,QLD
1487,Caelan,QLD
4673,Monogreen,NZ
1395,Aura,QLD
8400,Hailbails,NZ
19581,ravishna,QLD
8229,Gong - Cameron Prosser,NSW
19824,SwitchBae,VIC
5073,h,WA
11735,Bean,VIC
8485,Phyco,NSW
2279,Fabio,WA
2191,Recordio,NSW
4732,Piski,VIC
5325,Speedy Geblin,NSW
1187,Booper,VIC
9571,Delta,NSW
2103,Nopa,NSW
2895,TK,NSW
5701,Space-Only-Dog,QLD
2178,Loza,NSW
1731,Unfortunate,SA
2419,Neigh Neigh 43,NSW
2104,Naughtybird42,NSW
3950,Fosku,WA
3638,LokySerpent,VIC
17788,Pabu,VIC
2969,Dooty McFrooty,QLD
3141,Cell,VIC
2081,GTR,NSW
16934,FumbleJr,NSW
1946,Jozzai,QLD
5844,Internet bad guy (Legs),QLD
1179,Edward,ACT
3363,Cody,NZ
17317,prok,NSW
16185,Beet,NSW
2381,Recec,NSW
2730,schooner,QLD
11757,Ayowddupmang,NZ
3154,jerrors,VIC
5398,GanezDean,TAS
2017,Shervi,NSW
11782,Reminco,NSW
4221,Will,QLD
1430,Sw0rds,VIC
2085,Headphones,NSW
5362,Rowlsie,QLD
5479,dog,VIC
3542,Snacks,NZ
2366,Chrispy,VIC
8273,Gong - Geordie McAleer,NSW
5189,Alumina,NSW
5339,Aetos,SA
9563,addeype1,VIC
2236,Dese,TAS
4913,CapitalSteez,QLD
1901,Googers,VIC
3364,HSG,NZ
5738,SniffWhiff,NSW
2653,Raculous,QLD
8110,Semper Fudge,VIC
5165,KENSHIN,VIC
5337,Alpal,VIC
8048,OJoe,VIC
16873,joe,NZ
1788,Chrisak,WA
15352,Stawz,SA
5099,Not_Imp0rtant,NZ
5373,Shwangdi,NZ
1647,Princess Of Iron Toast,NZ
6959,Tekno,QLD
13871,Jed,QLD
2741,Forseti,ACT
5783,MeatPi,ACT
11785,Fatman,NSW
8142,BB,VIC
2463,Pedro,NSW
3251,DKPRO,WA
3644,Snaff,WA
1302,Deez,VIC
13912,Ouija,VIC
1619,ChairmanMao,NZ
5862,dingdongkid,NZ
3178,VTOL,WA
5321,KenoshaKiD,NSW
16874,Jermal,NZ
3335,Gus,WA
1564,Milk,SA
4804,TREE,NZ
5796,raymoo,VIC
8146,Spek,VIC
13979,Brush,QLD
2978,Doug,QLD
3167,Stutter,VIC
1872,Laul,NZ
9444,Johl,QLD
1370,Benny P,VIC
5481,SpaceCadet,VIC
1814,trav,NZ
13909,DatG,VIC
2392,ScarlettReigns - Cloud,NSW
3172,Red Ninja,VIC
3342,Ignatowski,WA
15230,mapes,VIC
2222,Corvid,VIC
5181,Sunbro,QLD
1760,Fenno,SA
5793,Cooktus,VIC
19822,Butch,VIC
15571,La_Lapin,NZ
5094,Akabird,NZ
3749,dcs,NZ
5242,Dino,VIC
13892,Cancer,QLD
15089,PO3,NSW
4789,Reign,QLD
5487,Kadae,VIC
2239,Valos,NZ
1242,Dogtime,QLD
15124,Techlord,NSW
13893,Douchedag,QLD
9449,Nobody,VIC
1523,Peahnuts,WA
2380,Banan,NSW
5898,Shorty,NSW
2903,Liam,QLD
1888,DankMemes420,NZ
7994,Watto,VIC
5186,Voytek,NSW
1201,LachlanF,QLD
8398,CoastNZ,NZ
16572,dunccy,VIC
1726,JediJess,QLD
5346,Kovie,NSW
15485,Sir KeensWorth,NSW
5323,SpacemanBad,NSW
1559,Dashie,SA
5039,Neverfade,WA
4640,luhg,WA
11799,zilo94,NZ
13910,Glewis,VIC
5722,SpaceMan,QLD
5751,JoyStock,VIC
8052,Screan,NSW
1292,Soar,QLD
5484,Retro Reviver,VIC
1714,yarbsarb,ACT
16023,Maya,VIC
16543,MarchOfHell,VIC
13868,Pseudo,QLD
3232,Jazzy,VIC
1708,skeneo,VIC
5488,Dayv,QLD
15319,BoyNextDoor,NZ
2533,Jash,VIC
9450,Llerc,VIC
1954,Krasic,VIC
3337,JawZ,WA
2593,Mingu,QLD
9491,Rocket,NSW
19394,Phyllis,NSW
17187,Lain,QLD
